,labels,comments
355,ham,"It would bother me buying it secondhand for $40,000 believing you’re buying a real one, when you’re actually buying a fake. RUN!"
356,ham,"Please do not be confused! If you see 5711 movements pre-2019, you will notice that they utilised the 324 self-winding movement which has the same rotor profile as the fake that is in your video. It wasn't until 2019 onwards in which the 5711 has been given the new 26-330 self-winding movement as seen on the genuine 5711 in the video. That movement has a newer rotor profile. "
357,ham,Amazing value on the fake. The real one: not so much.
358,ham,Where can you buy these high quality replicas?
359,ham,i love to buy from rolex.poker and submariner.store
360,ham,"The one on the left looks genuine, the one on the right has more severe polishing and brushing"
361,ham,The asians are experts are reverse engineering everything.
362,ham,can't understand a thing she said! The accent is so strong and too much talking
363,ham,Could you make a video on how to spot a fake Omega Seamaster 300 white dial?
364,ham,the big giveaway is the crown (screw thing)
365,ham,left is real?
366,ham,When holding them next too each other it’s quit easy too see but I mean out in public I probably couldn’t tell.
367,ham,Link to the replica?
368,ham,Replica stealed whole idea of pp
369,ham,"These videos mostly convince people to search out and buy these high quality replicas. Clickbait for the creators, and brings customers to counterfeiters"
370,ham,Lol modernization gonna kill these brands
371,ham,"Good thing I'll never own a Nautilus. I'd be ogling it constantly under a magnifying glass wherever I'd go, admiring those perfectly shaped and finished hands and indices. Unless it can serve me breakfast, dispense Macallan whiskey and/or blow or grant me sexual favours, €60,000 is a ridiculous price for a wrist-watch... but man, that dial and those hands sure look pretty."
372,ham,So basically you just told the fake manufacturers what they need to improve on their next model!
373,ham,so the conclusion is : Patek price has absolutely nothing to do with actual cost that maybe is about 500 EUR and if fake would sell at 1000 EUR they would make it perfect copy...
374,ham,"看标题，讲复刻表吗？？？
复刻就追求外观而已，机芯还是不一样的。"
375,ham,The one on the left is real.
376,ham,So where did you get this replica from?
377,ham,That's the real deal to replicate something almost like the original one...... That's is Craftsman with a talent.👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
378,ham,"So the real fraud is Patek, making a virtually identical watch for 10's of thousands more!"
379,ham,Where can I find those replicas?
380,ham,The 60 thousand mistake would just be to buy the original
381,ham,Where are these replicas made?
382,ham,Soooo where did you get this replica?
383,ham,"what did Jenni say on 2:04? ""deca date""?"
384,ham,Dmitri Peskov has a really nice watch that he's been seen wearing. I bet V.V. Putin gave it to him.
385,ham,"И смысл переплачивать, все равно в маршрутке не поверят что у тебя оригинал"
386,ham,Patek Philippe or new $60k car... yeah no Thanks Patek.
387,ham,"if they just put a different logo on it, i might buy it..."
388,ham,Left is the original one
389,ham,The best replic ...
390,ham,Where can i buy a replica?
391,ham,Where can I buy this replica?
392,ham,When you realize the fake one isn't actually a fake.
393,ham,"I PREFER INVICTA PERSONALLY,SWISS MOVEMENT,QUALITY RIGHT UP THERE 3 YR WARRANTY,
MANY DIFFERENT DESIGNS,AND THEY HAVE BEEN PROVEN IN DEEP WATER AND ALL KINDS OF VIGOROUS TESTS,AND THE BEST PART THEY ARE NOT FAKES (PERIOD)"
394,ham,This clone just show us how much profit patek philipe got from that watch
395,ham,"#FreeIlikeWatches
#JusticeforGary"
396,ham,"Perhaps to solve these, pricier watches should be cheaper"
397,ham,"For that quality, they can put another name  on it and sell for more than Euro500."
398,ham,If you have 60.000€ for a watch you buy it from the real dealer. You don’t care for shady sellers or second hand. If you look for those second hand probably you shouldn’t buy it in the first place.
399,ham,"I'm collector of ROLEX watches, sometimes I purchase rep. watches to for fun. I do get shocked by the quality of those premium rep. watches, but guys don't worry! Gen. watches have their special production method, the rep. watches could be very very close to gen. watch but they will never become the ""gen. watch"". For example, the body of the gen. watch looks so shiny. You will be amazed by the quality build by gen. watch even though you don't know anything about gen. watch.And rep. watch only draw your attention because of the trademark."
400,ham,"if i had a PP, the dust would put me off."
401,ham,"You can also put the watch on a Witschi and check the oscilating rate, had a Royal Oak few years ago in my hands, impossible to notice it was a fake one until I compare the beating rate on the Witschi, it wasnt beating at the same rate as AP said on their documentation, it saved my client 10K € 😁"
402,ham,500 euro replica of a 60000 euro watch .. and almost impossible to tell which one is which... doesn't this tell us something!!
403,ham,"I guessed the right one, the second hand seemed a bit more twitchy than the real one, and Jenni why is your right eyebrow dark brown and the left eyebrow red brown, today?"
404,ham,"i am watching this, so that someday i can tell the differences on my Fatek Philippine"
405,ham,Then why would anyone not buy a replica watch today if only can be spotted with a microscope?
406,ham,Where can we buy the replica?
407,ham,Thx for sharing China watch
408,ham,Hi I need some help. Someone recently bought a paterson watch but I cannot tell if it's fake. Can anyone help
409,ham,Both watches look avarage. I wouldn't pay 500 fore either of them.
410,ham,90 Euro in Hong Kong.
411,ham,where can I get the clone?
412,ham,"Teetering on the brink of spending 15k on a watch. This has convinced me to try the fake first, which I found two versions of, 150 and 400 within 10 seconds on google."
413,ham,I have the original 3700 bought in 1978. This clone is remarkable. What a find!! How did you get it? Curious to see for real
414,ham,"I want to know, how do they come up with 60.00,00? 
apparently it works almost same perfect with 500 bucks.
I mean, Jesus, 60.000,00 man!!!"
415,ham,Where can I get the replica? Looks plenty good enough.
416,ham,"Wow, they stopped doing that thin metal foil with a similar bridge layout to the original stuff they were mimicking non-unitas PAM models with...
""Lettering is not done by hand"" - Nor on the real Patek. Instead of the jewel bearing colors ( I don""t get it. They produce more then enough normal colored synthetic ruby bearings in China. Maybe they wanted to show off with the red... ) it's good to focus on technicalities like the original movement is a freesprung - which can be regulated only on the balance - missing a whole part ( the regulator next to the hairspring stud ) etc. "
