,0
386,Patek Philippe or new $60k car... yeah no Thanks Patek.
387,"if they just put a different logo on it, i might buy it..."
388,Left is the original one
389,The best replic ...
390,Where can i buy a replica?
391,Where can I buy this replica?
392,When you realize the fake one isn't actually a fake.
393,"I PREFER INVICTA PERSONALLY,SWISS MOVEMENT,QUALITY RIGHT UP THERE 3 YR WARRANTY,
MANY DIFFERENT DESIGNS,AND THEY HAVE BEEN PROVEN IN DEEP WATER AND ALL KINDS OF VIGOROUS TESTS,AND THE BEST PART THEY ARE NOT FAKES (PERIOD)"
394,This clone just show us how much profit patek philipe got from that watch
395,"#FreeIlikeWatches
#JusticeforGary"
396,"Perhaps to solve these, pricier watches should be cheaper"
397,"For that quality, they can put another name  on it and sell for more than Euro500."
398,If you have 60.000€ for a watch you buy it from the real dealer. You don’t care for shady sellers or second hand. If you look for those second hand probably you shouldn’t buy it in the first place.
399,"I'm collector of ROLEX watches, sometimes I purchase rep. watches to for fun. I do get shocked by the quality of those premium rep. watches, but guys don't worry! Gen. watches have their special production method, the rep. watches could be very very close to gen. watch but they will never become the ""gen. watch"". For example, the body of the gen. watch looks so shiny. You will be amazed by the quality build by gen. watch even though you don't know anything about gen. watch.And rep. watch only draw your attention because of the trademark."
400,"if i had a PP, the dust would put me off."
401,"You can also put the watch on a Witschi and check the oscilating rate, had a Royal Oak few years ago in my hands, impossible to notice it was a fake one until I compare the beating rate on the Witschi, it wasnt beating at the same rate as AP said on their documentation, it saved my client 10K € 😁"
402,500 euro replica of a 60000 euro watch .. and almost impossible to tell which one is which... doesn't this tell us something!!
403,"I guessed the right one, the second hand seemed a bit more twitchy than the real one, and Jenni why is your right eyebrow dark brown and the left eyebrow red brown, today?"
404,"i am watching this, so that someday i can tell the differences on my Fatek Philippine"
405,Then why would anyone not buy a replica watch today if only can be spotted with a microscope?
406,Where can we buy the replica?
407,Thx for sharing China watch
408,Hi I need some help. Someone recently bought a paterson watch but I cannot tell if it's fake. Can anyone help
409,Both watches look avarage. I wouldn't pay 500 fore either of them.
410,90 Euro in Hong Kong.
411,where can I get the clone?
412,"Teetering on the brink of spending 15k on a watch. This has convinced me to try the fake first, which I found two versions of, 150 and 400 within 10 seconds on google."
413,I have the original 3700 bought in 1978. This clone is remarkable. What a find!! How did you get it? Curious to see for real
414,"I want to know, how do they come up with 60.00,00? 
apparently it works almost same perfect with 500 bucks.
I mean, Jesus, 60.000,00 man!!!"
415,Where can I get the replica? Looks plenty good enough.
416,"Wow, they stopped doing that thin metal foil with a similar bridge layout to the original stuff they were mimicking non-unitas PAM models with...
""Lettering is not done by hand"" - Nor on the real Patek. Instead of the jewel bearing colors ( I don""t get it. They produce more then enough normal colored synthetic ruby bearings in China. Maybe they wanted to show off with the red... ) it's good to focus on technicalities like the original movement is a freesprung - which can be regulated only on the balance - missing a whole part ( the regulator next to the hairspring stud ) etc. "
417,"So my next Watch would be chinese, they are not also extremly precise, cheap, but also customizable."
418,Now the rep makers know what they're doing wrong. When's version 2.0 out???
419,Now you know how powerful China influence ? It's never too late..
420,where do i buy this replica
421,@Jenni please provide a link from an authorized dealer to buy that 500$ watch.
422,"Swiss made was the made in China trademark back in the day, maybe Chinese watches will become the new swiss made?"
423,where can you get the clone?
424,So the 2.0 fake is going to be fire 🤣🤣
425,"Subscribed to real watchmakers, got this blabling girl in recomendations. You cant even disassemble it...beter do beauty blogs and cook food."
426,Do they keep the same time?
427,Where can we find this watches?
428,"Hello jenni, I love your movie. Im a new youtuber, these days I got a fake watch too, do you mind if I use the real part in your movie to make my own movie? Of course I will put the link of your channel on the page. Wish your reply. Thank you!"
429,"Hi Jenni, tell me pls where can I buy this replica, thank you"
430,"My brain is hurt bcus of this, jeez I think they could clone human beings too."
431,"The tell for me was the ""PP"" lettering."
432,Yes - where do you get one That good ?
433,Imagine if they had a 5K budget instead of $500 budget to do this as a clone
434,"The real question is this: how can the counterfeiter produce such an exact replica at such a small % of the original price. Answer: because the original is so hugely overpriced. Beautiful watches, though. If you have to pull out a magnifying glass to see the differences in finish, it's pretty much academic."
